"Reference Area Code","Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"GRC","Greece","1975","Not applicable","Not applicable","Percent","1.45548"
"GRD","Grenada","2003","Not applicable","Not applicable","Percent","3.92674"
"GTM","Guatemala","2013","Not applicable","Not applicable","Percent","2.84226"
"GTM","Guatemala","2012","Not applicable","Not applicable","Percent","2.95786"
"GTM","Guatemala","2011","Not applicable","Not applicable","Percent","2.92014"
"GTM","Guatemala","2010","Not applicable","Not applicable","Percent","2.80307"
"GTM","Guatemala","2008","Not applicable","Not applicable","Percent","3.18455"
"GTM","Guatemala","2007","Not applicable","Not applicable","Percent","3.03874"
"GTM","Guatemala","2006","Not applicable","Not applicable","Percent","2.98401"
"GTM","Guatemala","1996","Not applicable","Not applicable","Percent","1.5637"
"GTM","Guatemala","1995","Not applicable","Not applicable","Percent","1.6048"
"GTM","Guatemala","1994","Not applicable","Not applicable","Percent","1.43998"
"GTM","Guatemala","1993","Not applicable","Not applicable","Percent","1.66575"
"GTM","Guatemala","1976","Not applicable","Not applicable","Percent","1.62729"
"GIN","Guinea","2013","Not applicable","Not applicable","Percent","3.54088"
"GIN","Guinea","2012","Not applicable","Not applicable","Percent","2.47139"
"GIN","Guinea","2011","Not applicable","Not applicable","Percent","3.06284"
"GIN","Guinea","2010","Not applicable","Not applicable","Percent","3.69186"
"GIN","Guinea","2009","Not applicable","Not applicable","Percent","3.21609"
"GIN","Guinea","2008","Not applicable","Not applicable","Percent","2.43837"
"GIN","Guinea","2005","Not applicable","Not applicable","Percent","1.84905"
"GIN","Guinea","2004","Not applicable","Not applicable","Percent","2.20999"
"GIN","Guinea","2003","Not applicable","Not applicable","Percent","2.37102"
"GIN","Guinea","2002","Not applicable","Not applicable","Percent","2.59387"
"GIN","Guinea","2001","Not applicable","Not applicable","Percent","2.08191"
"GIN","Guinea","2000","Not applicable","Not applicable","Percent","2.5934"
"GIN","Guinea","1999","Not applicable","Not applicable","Percent","2.36142"
"GIN","Guinea","1993","Not applicable","Not applicable","Percent","2.08844"
"GIN","Guinea","1992","Not applicable","Not applicable","Percent","2.00632"
"GIN","Guinea","1991","Not applicable","Not applicable","Percent","2.01639"
"GNB","Guinea-Bissau","2013","Not applicable","Not applicable","Percent","2.35587"
"GNB","Guinea-Bissau","2012","Not applicable","Not applicable","Percent","2.06464"
"GNB","Guinea-Bissau","2011","Not applicable","Not applicable","Percent","1.84898"
"GNB","Guinea-Bissau","2010","Not applicable","Not applicable","Percent","1.86424"
"GNB","Guinea-Bissau","1999","Not applicable","Not applicable","Percent","5.24615"
"GUY","Guyana","2012","Not applicable","Not applicable","Percent","3.19404"
"GUY","Guyana","2011","Not applicable","Not applicable","Percent","3.59124"
"GUY","Guyana","2010","Not applicable","Not applicable","Percent","3.66099"
"GUY","Guyana","2009","Not applicable","Not applicable","Percent","3.36104"
"GUY","Guyana","2007","Not applicable","Not applicable","Percent","3.75228"
"GUY","Guyana","2006","Not applicable","Not applicable","Percent","5.08927"
"GUY","Guyana","2005","Not applicable","Not applicable","Percent","8.13973"
"GUY","Guyana","2004","Not applicable","Not applicable","Percent","5.52622"
"GUY","Guyana","2003","Not applicable","Not applicable","Percent","6.96654"
"GUY","Guyana","2002","Not applicable","Not applicable","Percent","8.40805"
"GUY","Guyana","2001","Not applicable","Not applicable","Percent","8.58889"
"GUY","Guyana","2000","Not applicable","Not applicable","Percent","8.48415"
"GUY","Guyana","1999","Not applicable","Not applicable","Percent","8.56106"
"GUY","Guyana","1995","Not applicable","Not applicable","Percent","3.60934"
"GUY","Guyana","1994","Not applicable","Not applicable","Percent","3.72445"
"GUY","Guyana","1984","Not applicable","Not applicable","Percent","7.22748"
"GUY","Guyana","1983","Not applicable","Not applicable","Percent","8.25347"
"GUY","Guyana","1979","Not applicable","Not applicable","Percent","9.37787"
"GUY","Guyana","1977","Not applicable","Not applicable","Percent","7.08873"
"HTI","Haiti","1991","Not applicable","Not applicable","Percent","1.07399"
"VAT","Holy See","2015","Not applicable","Not applicable","Percent","0"
"VAT","Holy See","2014","Not applicable","Not applicable","Percent","0"
"VAT","Holy See","2013","Not applicable","Not applicable","Percent","0"
"VAT","Holy See","2012","Not applicable","Not applicable","Percent","0"
"VAT","Holy See","2011","Not applicable","Not applicable","Percent","0"
"VAT","Holy See","2010","Not applicable","Not applicable","Percent","0"
"VAT","Holy See","2009","Not applicable","Not applicable","Percent","0"
"VAT","Holy See","2008","Not applicable","Not applicable","Percent","0"
"VAT","Holy See","2007","Not applicable","Not applicable","Percent","0"
"VAT","Holy See","2006","Not applicable","Not applicable","Percent","0"
"VAT","Holy See","2005","Not applicable","Not applicable","Percent","0"
"VAT","Holy See","2004","Not applicable","Not applicable","Percent","0"
"VAT","Holy See","2003","Not applicable","Not applicable","Percent","0"
"VAT","Holy See","2002","Not applicable","Not applicable","Percent","0"
"VAT","Holy See","2001","Not applicable","Not applicable","Percent","0"
"VAT","Holy See","2000","Not applicable","Not applicable","Percent","0"
"VAT","Holy See","1999","Not applicable","Not applicable","Percent","0"
"VAT","Holy See","1998","Not applicable","Not applicable","Percent","0"
"VAT","Holy See","1997","Not applicable","Not applicable","Percent","0"
"VAT","Holy See","1996","Not applicable","Not applicable","Percent","0"
"VAT","Holy See","1995","Not applicable","Not applicable","Percent","0"
"VAT","Holy See","1994","Not applicable","Not applicable","Percent","0"
"VAT","Holy See","1993","Not applicable","Not applicable","Percent","0"
"VAT","Holy See","1992","Not applicable","Not applicable","Percent","0"
"VAT","Holy See","1991","Not applicable","Not applicable","Percent","0"
"VAT","Holy See","1990","Not applicable","Not applicable","Percent","0"
"VAT","Holy See","1989","Not applicable","Not applicable","Percent","0"
"VAT","Holy See","1988","Not applicable","Not applicable","Percent","0"
"VAT","Holy See","1987","Not applicable","Not applicable","Percent","0"
"VAT","Holy See","1986","Not applicable","Not applicable","Percent","0"
"VAT","Holy See","1985","Not applicable","Not applicable","Percent","0"
"VAT","Holy See","1984","Not applicable","Not applicable","Percent","0"
"VAT","Holy See","1983","Not applicable","Not applicable","Percent","0"
"VAT","Holy See","1982","Not applicable","Not applicable","Percent","0"
"VAT","Holy See","1981","Not applicable","Not applicable","Percent","0"
"VAT","Holy See","1980","Not applicable","Not applicable","Percent","0"
"VAT","Holy See","1979","Not applicable","Not applicable","Percent","0"
"VAT","Holy See","1978","Not applicable","Not applicable","Percent","0"
"VAT","Holy See","1977","Not applicable","Not applicable","Percent","0"
"VAT","Holy See","1976","Not applicable","Not applicable","Percent","0"
"VAT","Holy See","1975","Not applicable","Not applicable","Percent","0"
"HND","Honduras","2013","Not applicable","Not applicable","Percent","5.87494"
"HND","Honduras","1995","Not applicable","Not applicable","Percent","3.57875"
"HND","Honduras","1994","Not applicable","Not applicable","Percent","3.39836"
"HND","Honduras","1980","Not applicable","Not applicable","Percent","2.99447"
"HND","Honduras","1979","Not applicable","Not applicable","Percent","3.16882"
"HND","Honduras","1978","Not applicable","Not applicable","Percent","3.241"
"HKG","Hong Kong Special Administrative Region of China","2014","Not applicable","Not applicable","Percent","3.57196"
"HKG","Hong Kong Special Administrative Region of China","2013","Not applicable","Not applicable","Percent","3.76032"
"HKG","Hong Kong Special Administrative Region of China","2012","Not applicable","Not applicable","Percent","3.50961"
"HKG","Hong Kong Special Administrative Region of China","2011","Not applicable","Not applicable","Percent","3.41823"
"HKG","Hong Kong Special Administrative Region of China","2010","Not applicable","Not applicable","Percent","3.51002"
"HKG","Hong Kong Special Administrative Region of China","2009","Not applicable","Not applicable","Percent","4.39212"
"HKG","Hong Kong Special Administrative Region of China","2008","Not applicable","Not applicable","Percent","3.26062"
"HKG","Hong Kong Special Administrative Region of China","2007","Not applicable","Not applicable","Percent","3.45455"
"HKG","Hong Kong Special Administrative Region of China","2006","Not applicable","Not applicable","Percent","3.84278"
"HKG","Hong Kong Special Administrative Region of China","2005","Not applicable","Not applicable","Percent","4.13463"
"HKG","Hong Kong Special Administrative Region of China","2004","Not applicable","Not applicable","Percent","4.55895"
"HKG","Hong Kong Special Administrative Region of China","2003","Not applicable","Not applicable","Percent","4.28531"
"HKG","Hong Kong Special Administrative Region of China","2002","Not applicable","Not applicable","Percent","4.01555"
"HKG","Hong Kong Special Administrative Region of China","2001","Not applicable","Not applicable","Percent","3.9037"
"HKG","Hong Kong Special Administrative Region of China","1996","Not applicable","Not applicable","Percent","2.72831"
"HKG","Hong Kong Special Administrative Region of China","1992","Not applicable","Not applicable","Percent","2.8282"
"HKG","Hong Kong Special Administrative Region of China","1990","Not applicable","Not applicable","Percent","2.46609"
"HKG","Hong Kong Special Administrative Region of China","1985","Not applicable","Not applicable","Percent","2.55897"
"HKG","Hong Kong Special Administrative Region of China","1984","Not applicable","Not applicable","Percent","2.58169"
"HKG","Hong Kong Special Administrative Region of China","1983","Not applicable","Not applicable","Percent","2.5786"
"HKG","Hong Kong Special Administrative Region of China","1982","Not applicable","Not applicable","Percent","1.66983"
"HKG","Hong Kong Special Administrative Region of China","1981","Not applicable","Not applicable","Percent","2.27173"
"HKG","Hong Kong Special Administrative Region of China","1980","Not applicable","Not applicable","Percent","2.19214"
"HKG","Hong Kong Special Administrative Region of China","1978","Not applicable","Not applicable","Percent","2.32255"
"HKG","Hong Kong Special Administrative Region of China","1977","Not applicable","Not applicable","Percent","2.21924"
"HKG","Hong Kong Special Administrative Region of China","1976","Not applicable","Not applicable","Percent","2.43336"
"HKG","Hong Kong Special Administrative Region of China","1975","Not applicable","Not applicable","Percent","2.4492"
"HUN","Hungary","2011","Not applicable","Not applicable","Percent","4.62878"
"HUN","Hungary","2010","Not applicable","Not applicable","Percent","4.79943"
"HUN","Hungary","2009","Not applicable","Not applicable","Percent","4.99572"
"HUN","Hungary","2008","Not applicable","Not applicable","Percent","5.00656"
"HUN","Hungary","2007","Not applicable","Not applicable","Percent","5.17582"
"HUN","Hungary","2006","Not applicable","Not applicable","Percent","5.33502"
"HUN","Hungary","2005","Not applicable","Not applicable","Percent","5.35224"
"HUN","Hungary","2004","Not applicable","Not applicable","Percent","5.35228"
"HUN","Hungary","2003","Not applicable","Not applicable","Percent","5.81183"
"HUN","Hungary","2002","Not applicable","Not applicable","Percent","5.18632"
"HUN","Hungary","2001","Not applicable","Not applicable","Percent","4.93961"
"HUN","Hungary","2000","Not applicable","Not applicable","Percent","4.87339"
"HUN","Hungary","1999","Not applicable","Not applicable","Percent","4.5708"
"HUN","Hungary","1998","Not applicable","Not applicable","Percent","4.41694"
"HUN","Hungary","1996","Not applicable","Not applicable","Percent","4.35434"
"HUN","Hungary","1995","Not applicable","Not applicable","Percent","4.87473"
"HUN","Hungary","1994","Not applicable","Not applicable","Percent","5.86767"
"HUN","Hungary","1993","Not applicable","Not applicable","Percent","5.95285"
"HUN","Hungary","1992","Not applicable","Not applicable","Percent","6.11373"
"HUN","Hungary","1991","Not applicable","Not applicable","Percent","5.91243"
"ISL","Iceland","2011","Not applicable","Not applicable","Percent","7.04752"
"ISL","Iceland","2010","Not applicable","Not applicable","Percent","7.21403"
"ISL","Iceland","2009","Not applicable","Not applicable","Percent","7.35713"
"ISL","Iceland","2008","Not applicable","Not applicable","Percent","7.25437"
"ISL","Iceland","2007","Not applicable","Not applicable","Percent","7.06128"
"ISL","Iceland","2006","Not applicable","Not applicable","Percent","7.37424"
"ISL","Iceland","2005","Not applicable","Not applicable","Percent","7.38386"
"ISL","Iceland","2004","Not applicable","Not applicable","Percent","7.22434"
"ISL","Iceland","2003","Not applicable","Not applicable","Percent","7.32994"
"ISL","Iceland","2002","Not applicable","Not applicable","Percent","7.42368"
"ISL","Iceland","2001","Not applicable","Not applicable","Percent","6.79561"
"ISL","Iceland","2000","Not applicable","Not applicable","Percent","6.50417"
"ISL","Iceland","1999","Not applicable","Not applicable","Percent","6.47283"
"ISL","Iceland","1998","Not applicable","Not applicable","Percent","6.81219"
"ISL","Iceland","1996","Not applicable","Not applicable","Percent","5.14888"
"ISL","Iceland","1995","Not applicable","Not applicable","Percent","4.72658"
